timestamp,mag_b_total_mean,mag_b_total_std
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
1970-01-01,0.0,0.0
