timestamp,aspex_swis_speed,aspex_alpha_ratio
2026-04-14,0.0,0.0
2026-04-15,0.0,0.0
2026-04-15,0.0,0.0
2026-04-15,0.0,0.0
2026-04-17,0.0,0.0
2026-04-17,0.0,0.0
2026-04-17,0.0,0.0
2026-04-17,0.0,0.0
2026-04-17,0.0,0.0
2026-04-17,0.0,0.0
