timestamp,papa_plasma_flux
2023-12-20 23:59:44,0.0
2023-12-20 23:59:44,0.0
2023-12-21 20:53:25,0.0
2023-12-21 20:53:59,0.0
2023-12-22 00:00:03,0.0
2023-12-22 00:01:08,0.0
2023-12-22 11:59:38,0.0
2023-12-22 12:00:11,0.0
2023-12-22 20:54:17,0.0
2023-12-22 20:55:22,0.0
2024-12-29 11:59:00,0.0
2024-12-30 00:00:03,0.0
2024-12-30 11:59:28,0.0
2024-12-31 00:00:31,0.0
2024-12-31 11:59:55,0.0
